title,director,year,runtime,countries,genres,premiere_status,session_date,session_venue,session_time,film_url
GEN_,Gianluca Matarrese,2025,104 mins,"France, Italy, Switzerland",Documentary,Australian Premiere,2025-08-23,ACMI,10:45am,https://miff.com.au/program/film/gen
Animation Shorts,,,,,"Animation, Documentary",,2025-08-09,ACMI,10:45am,https://miff.com.au/program/film/animation-shorts
Animation Shorts,,,,,"Animation, Documentary",,2025-08-17,ACMI,11:00am,https://miff.com.au/program/film/animation-shorts
The Mastermind,Kelly Reichardt,2025,110 mins,USA,Drama,Victorian Premiere,2025-08-08,Capitol113 Swanston StTwinless6:30pmThe Mastermind9:00pm The Mastermind9:00pm The Mastermind9:00pm The Mastermind,6:30pm,https://miff.com.au/program/film/the-mastermind
The Mastermind,Kelly Reichardt,2025,110 mins,USA,Drama,Victorian Premiere,2025-08-16,Unknown,3:30pm,https://miff.com.au/program/film/the-mastermind
The Arch,T’ang Shushuen,1968,95 mins,Hong Kong,Drama,Australian Premiere,2025-08-24,ACMI,10:15am,https://miff.com.au/program/film/the-arch
Move Ya Body: The Birth of House,Elegance Bratton,2025,92 mins,"USA, UK",Documentary,Victorian Premiere,2025-08-09,Hoyts 8/10Level 3,6:30pm,https://miff.com.au/program/film/move-ya-body-the-birth-of-house
Move Ya Body: The Birth of House,Elegance Bratton,2025,92 mins,"USA, UK",Documentary,Victorian Premiere,2025-08-24,Unknown,1:30pm,https://miff.com.au/program/film/move-ya-body-the-birth-of-house
Kamay,Ilyas Yourish,2024,106 mins,"France, Belgium, Afghanistan",Documentary,Australian Premiere,2025-08-13,Unknown,6:15pm,https://miff.com.au/program/film/kamay
Kamay,Ilyas Yourish,2024,106 mins,"France, Belgium, Afghanistan",Documentary,Australian Premiere,2025-08-18,ACMI,11:00am,https://miff.com.au/program/film/kamay
Sex,Dag Johan Haugerud,2024,118 mins,Norway,Drama,Australian Premiere,2025-08-08,Unknown,6:15pm,https://miff.com.au/program/film/sex
Sex,Dag Johan Haugerud,2024,118 mins,Norway,Drama,Australian Premiere,2025-08-23,Unknown,1:15pm,https://miff.com.au/program/film/sex
Hallow Road,Babak Anvari,2025,80 mins,"USA, UK, Ireland, Finland","Thriller, Horror",Australian Premiere,2025-08-14,ACMI,11:00am,https://miff.com.au/program/film/hallow-road
Hallow Road,Babak Anvari,2025,80 mins,"USA, UK, Ireland, Finland","Thriller, Horror",Australian Premiere,2025-08-16,Hoyts 8/10Level 3,4:00pm,https://miff.com.au/program/film/hallow-road
I'm The Most Racist Person I Know,Leela Varghese,2024,13 mins,Australia,"Drama, Comedy",Victorian Premiere,2025-08-11,ACMI,10:00am,https://miff.com.au/program/film/im-the-most-racist-person-i-know
I'm The Most Racist Person I Know,Leela Varghese,2024,13 mins,Australia,"Drama, Comedy",Victorian Premiere,2025-08-22,ACMI,10:15am,https://miff.com.au/program/film/im-the-most-racist-person-i-know
Israel Palestine on Swedish TV 1958-1989,Göran Hugo Olsson,2024,206 mins,"Denmark, Sweden, Finland",Documentary,Australian Premiere,2025-08-18,ACMI,11:00am,https://miff.com.au/program/film/israel-palestine-on-swedish-tv-1958-1989
Israel Palestine on Swedish TV 1958-1989,Göran Hugo Olsson,2024,206 mins,"Denmark, Sweden, Finland",Documentary,Australian Premiere,2025-08-21,Unknown,96:15pm,https://miff.com.au/program/film/israel-palestine-on-swedish-tv-1958-1989
Chain Reactions,Alexandre O. Philippe,2024,103 mins,USA,"Documentary, Horror",Victorian Premiere,2025-08-09,ACMI,10:45am,https://miff.com.au/program/film/chain-reactions
Chain Reactions,Alexandre O. Philippe,2024,103 mins,USA,"Documentary, Horror",Victorian Premiere,2025-08-12,Unknown,6:30pm,https://miff.com.au/program/film/chain-reactions
Dreams,Michel Franco,2025,98 mins,"USA, Mexico",Drama,Victorian Premiere,2025-08-13,Hoyts 8/10Level 3,6:30pm,https://miff.com.au/program/film/dreams
Dreams,Michel Franco,2025,98 mins,"USA, Mexico",Drama,Victorian Premiere,2025-08-21,Forum154 Flinders StreetWoman and Child10:15amThe President's Cake1:15pmNineteen3:45pmJourney Home,10:15am,https://miff.com.au/program/film/dreams
Tiger,Loren Waters,2024,13 mins,USA,Documentary,Australian Premiere,2025-08-10,Unknown,1:15pm,https://miff.com.au/program/film/tiger
Tiger,Loren Waters,2024,13 mins,USA,Documentary,Australian Premiere,2025-08-19,ACMI,11:15am,https://miff.com.au/program/film/tiger
In Conversation: Maestro Jung Jae-il,,,,,,,2025-08-23,Unknown,10:30am,https://miff.com.au/program/film/in-conversation-maestro-jung-jae-il
Demain on déménage,Chantal Akerman,2004,110 mins,"France, Belgium","Drama, Comedy",Australian Premiere,2025-08-21,ACMI,10:00am,https://miff.com.au/program/film/demain-on-demenage
"Stranger, Brother.",Annelise Hickey,2024,15 mins,Australia,Drama,Australian Premiere,2025-08-11,ACMI,10:00am,https://miff.com.au/program/film/stranger-brother
"Stranger, Brother.",Annelise Hickey,2024,15 mins,Australia,Drama,Australian Premiere,2025-08-22,ACMI,10:15am,https://miff.com.au/program/film/stranger-brother
Love Letters,Alice Douard,2025,96 mins,France,Drama,Australian Premiere,2025-08-11,ACMI,10:45am,https://miff.com.au/program/film/love-letters
Love Letters,Alice Douard,2025,96 mins,France,Drama,Australian Premiere,2025-08-23,Unknown,4:00pm,https://miff.com.au/program/film/love-letters
The Things You Kill,Alireza Khatami,2025,114 mins,"France, Canada, Türkiye, Poland","Drama, Thriller",Victorian Premiere,2025-08-12,Unknown,11:00am,https://miff.com.au/program/film/the-things-you-kill
The Things You Kill,Alireza Khatami,2025,114 mins,"France, Canada, Türkiye, Poland","Drama, Thriller",Victorian Premiere,2025-08-20,Unknown,6:15pm,https://miff.com.au/program/film/the-things-you-kill
Death Does Not Exist,Félix Dufour-Laperrière,2025,75 mins,Canada,Animation,Australian Premiere,2025-08-12,ACMI,10:30am,https://miff.com.au/program/film/death-does-not-exist
Death Does Not Exist,Félix Dufour-Laperrière,2025,75 mins,Canada,Animation,Australian Premiere,2025-08-24,Unknown,1:45pm,https://miff.com.au/program/film/death-does-not-exist
400 Cassettes,Thelyia Petraki,2024,14 mins,Greece,"Drama, Fantasy",Australian Premiere,2025-08-08,ACMI,1:45pm,https://miff.com.au/program/film/400-cassettes
400 Cassettes,Thelyia Petraki,2024,14 mins,Greece,"Drama, Fantasy",Australian Premiere,2025-08-18,Unknown,6:00pm,https://miff.com.au/program/film/400-cassettes
Greetings From Mars,Sarah Winkenstette,2024,84 mins,Germany,"Drama, Comedy",Australian Premiere,2025-08-11,ACMI,10:00am,https://miff.com.au/program/film/greetings-from-mars
Greetings From Mars,Sarah Winkenstette,2024,84 mins,Germany,"Drama, Comedy",Australian Premiere,2025-08-20,ACMI,10:00am,https://miff.com.au/program/film/greetings-from-mars
In the Depths of Her Memory,Chloe de Brito,2025,8 mins,"Australia, Mexico",Documentary,World Premiere,2025-08-10,Unknown,1:15pm,https://miff.com.au/program/film/in-the-depths-of-her-memory
In the Depths of Her Memory,Chloe de Brito,2025,8 mins,"Australia, Mexico",Documentary,World Premiere,2025-08-19,ACMI,11:15am,https://miff.com.au/program/film/in-the-depths-of-her-memory
Olivia & the Clouds,Tomás Pichardo Espaillat,2024,81 mins,Dominican Republic,"Drama, Animation, Experimental",Australian Premiere,2025-08-10,ACMI,11:15am,https://miff.com.au/program/film/olivia-the-clouds
Olivia & the Clouds,Tomás Pichardo Espaillat,2024,81 mins,Dominican Republic,"Drama, Animation, Experimental",Australian Premiere,2025-08-19,ACMI,11:15am,https://miff.com.au/program/film/olivia-the-clouds
Never Get Busted!,Stephen McCallum,2024,105 mins,Australia,Documentary,Australian Premiere,2025-08-08,ACMI,1:30pm,https://miff.com.au/program/film/never-get-busted
Never Get Busted!,Stephen McCallum,2024,105 mins,Australia,Documentary,Australian Premiere,2025-08-10,Unknown,1:30pm,https://miff.com.au/program/film/never-get-busted
Twiggy,Sadie Frost,2024,94 mins,UK,Documentary,Victorian Premiere,2025-08-12,ACMI,11:00am,https://miff.com.au/program/film/twiggy
Twiggy,Sadie Frost,2024,94 mins,UK,Documentary,Victorian Premiere,2025-08-15,ACMI,10:00am,https://miff.com.au/program/film/twiggy
Twiggy,Sadie Frost,2024,94 mins,UK,Documentary,Victorian Premiere,2025-08-16,ACMI,10:00am,https://miff.com.au/program/film/twiggy
Will,Jessie Maple,1981,73 mins,USA,Drama,Australian Premiere,2025-08-16,Unknown,1:30pm,https://miff.com.au/program/film/will
Rue Mallet-Stevens,Chantal Akerman,1986,8 mins,Belgium,Experimental,,2025-08-11,Unknown,6:00pm,https://miff.com.au/program/film/rue-mallet-stevens
Sham,Takashi Miike,2025,130 mins,Japan,"Drama, Thriller",Australian Premiere,2025-08-22,Unknown,3:30pm,https://miff.com.au/program/film/sham
Sham,Takashi Miike,2025,130 mins,Japan,"Drama, Thriller",Australian Premiere,2025-08-24,Hoyts 3Level 3,1:30pm,https://miff.com.au/program/film/sham
The Little Sister,Hafsia Herzi,2025,107 mins,"Germany, France",Drama,Victorian Premiere,2025-08-09,Hoyts 11Level 3,6:00pm,https://miff.com.au/program/film/the-little-sister
The Little Sister,Hafsia Herzi,2025,107 mins,"Germany, France",Drama,Victorian Premiere,2025-08-13,Capitol113 Swanston StThe Blue Trail6:30pmThe Little Sister9:00pm The Little Sister9:00pm The Little Sister9:00pm The Little Sister,6:30pm,https://miff.com.au/program/film/the-little-sister
Youth (Homecoming),Wang Bing,2025,152 mins,China,Documentary,Victorian Premiere,2025-08-24,ACMI,10:15am,https://miff.com.au/program/film/youth-homecoming
Accelerator Shorts 2,,,,,"Drama, Adventure, Horror, Sci-Fi",,2025-08-14,ACMI,10:30am,https://miff.com.au/program/film/accelerator-shorts-2
Accelerator Shorts 2,,,,,"Drama, Adventure, Horror, Sci-Fi",,2025-08-24,ACMI,10:45am,https://miff.com.au/program/film/accelerator-shorts-2
Yurlu | Country,Yaara Bou Melhem,2024,82 mins,Australia,Documentary,Victorian Premiere,2025-08-20,ACMI,1:45pm,https://miff.com.au/program/film/yurlu-country
Yurlu | Country,Yaara Bou Melhem,2024,82 mins,Australia,Documentary,Victorian Premiere,2025-08-22,Unknown,3:45pm,https://miff.com.au/program/film/yurlu-country
1001 Frames,Mehrnoush Alia,2025,87 mins,Iran,"Drama, Documentary, Thriller",Australian Premiere,2025-08-12,ACMI,11:00am,https://miff.com.au/program/film/1001-frames
1001 Frames,Mehrnoush Alia,2025,87 mins,Iran,"Drama, Documentary, Thriller",Australian Premiere,2025-08-17,Unknown,1:00pm,https://miff.com.au/program/film/1001-frames
"5'12""",Seth Gabrielsson,2024,16 mins,Australia,Drama,World Premiere,2025-08-14,ACMI,10:30am,https://miff.com.au/program/film/512
"5'12""",Seth Gabrielsson,2024,16 mins,Australia,Drama,World Premiere,2025-08-24,Unknown,10:45am,https://miff.com.au/program/film/512
Harvest,Athina  Rachel Tsangari,2024,133 mins,"USA, UK, Germany, Greece, France",Drama,Victorian Premiere,2025-08-18,ACMI,11:15am,https://miff.com.au/program/film/harvest
Harvest,Athina  Rachel Tsangari,2024,133 mins,"USA, UK, Germany, Greece, France",Drama,Victorian Premiere,2025-08-22,Capitol113 Swanston StPeter Hujar's Day4:00pmNouvelle Vague6:15pmHarvest9:00pm Harvest9:00pm Harvest9:00pm Harvest,4:00pm,https://miff.com.au/program/film/harvest
Left-Handed Girl,Shih-Ching Tsou,2025,108 mins,"France, Taiwan",Drama,Australian Premiere,2025-08-16,Capitol113 Swanston StEnzo1:00pmLeft-Handed Girl3:30pmMy Father's Shadow6:15pmDreams (Sex Love)8:45pm Left-Handed Girl3:30pm Left-Handed Girl3:30pm Left-Handed Girl,1:00pm,https://miff.com.au/program/film/left-handed-girl
Left-Handed Girl,Shih-Ching Tsou,2025,108 mins,"France, Taiwan",Drama,Australian Premiere,2025-08-22,Unknown,6:00pm,https://miff.com.au/program/film/left-handed-girl
Left-Handed Girl,Shih-Ching Tsou,2025,108 mins,"France, Taiwan",Drama,Australian Premiere,2025-08-23,Hoyts 3Level 3,12:45pm,https://miff.com.au/program/film/left-handed-girl
Portrait d’une paresseuse,Chantal Akerman,1986,8 mins,Germany,"Drama, Comedy, Experimental",,2025-08-20,Unknown,6:30pm,https://miff.com.au/program/film/portrait-dune-paresseuse
The Blue Trail,Gabriel Mascaro,2025,86 mins,"Mexico, Chile, Netherlands, Brazil","Drama, Sci-Fi",Victorian Premiere,2025-08-13,Capitol113 Swanston StThe Blue Trail6:30pmThe Little Sister9:00pm The Blue Trail6:30pm The Blue Trail6:30pm The Blue Trail,6:30pm,https://miff.com.au/program/film/the-blue-trail
The Blue Trail,Gabriel Mascaro,2025,86 mins,"Mexico, Chile, Netherlands, Brazil","Drama, Sci-Fi",Victorian Premiere,2025-08-15,Forum154 Flinders StreetDJ Ahmet10:30amOrwell: 2+2 = 51:00pmThe Blue Trail3:45pmBut Also John Clarke6:15pmLesbian Space Princess9:15pm The Blue Trail3:45pm The Blue Trail3:45pm The Blue Trail,10:30am,https://miff.com.au/program/film/the-blue-trail
The Blue Trail,Gabriel Mascaro,2025,86 mins,"Mexico, Chile, Netherlands, Brazil","Drama, Sci-Fi",Victorian Premiere,2025-08-24,Capitol113 Swanston StThe Golden Spurtle10:00amTwo Prosecutors12:30pmSound of Falling3:15pmThe Blue Trail7:00pmWhat Does That Nature Say To You9:15pm The Blue Trail7:00pm The Blue Trail7:00pm The Blue Trail,10:00am,https://miff.com.au/program/film/the-blue-trail
Mango Seed,Berni Jiang,2024,14 mins,Australia,Drama,Victorian Premiere,2025-08-11,ACMI,10:00am,https://miff.com.au/program/film/mango-seed
Mango Seed,Berni Jiang,2024,14 mins,Australia,Drama,Victorian Premiere,2025-08-22,ACMI,10:15am,https://miff.com.au/program/film/mango-seed
Looking for Alibrandi,Kate Woods,2000,103 mins,Australia,Drama,World Premiere,2025-08-14,ACMI,10:30am,https://miff.com.au/program/film/looking-for-alibrandi
Looking for Alibrandi,Kate Woods,2000,103 mins,Australia,Drama,World Premiere,2025-08-16,Hoyts 11Level 3,3:30pm,https://miff.com.au/program/film/looking-for-alibrandi
Looking for Alibrandi,Kate Woods,2000,103 mins,Australia,Drama,World Premiere,2025-08-20,ACMI,10:00am,https://miff.com.au/program/film/looking-for-alibrandi
The Extraordinary Miss Flower,Jane Pollard,2024,73 mins,UK,"Drama, Documentary",Victorian Premiere,2025-08-08,ACMI,1:45pm,https://miff.com.au/program/film/the-extraordinary-miss-flower
The Extraordinary Miss Flower,Jane Pollard,2024,73 mins,UK,"Drama, Documentary",Victorian Premiere,2025-08-11,Unknown,6:00pm,https://miff.com.au/program/film/the-extraordinary-miss-flower
The Extraordinary Miss Flower,Jane Pollard,2024,73 mins,UK,"Drama, Documentary",Victorian Premiere,2025-08-18,Unknown,6:15pm,https://miff.com.au/program/film/the-extraordinary-miss-flower
Samsara,Garin Nugroho,2024,85 mins,"Singapore, Indonesia",Drama,Victorian Premiere,2025-08-09,ACMI,11:15am,https://miff.com.au/program/film/samsara
Samsara,Garin Nugroho,2024,85 mins,"Singapore, Indonesia",Drama,Victorian Premiere,2025-08-12,Unknown,6:15pm,https://miff.com.au/program/film/samsara
Lurker,Alex Russell,2025,100 mins,"USA, Italy",Drama,Victorian Premiere,2025-08-09,Hoyts 11Level 3,6:00pm,https://miff.com.au/program/film/lurker
Lurker,Alex Russell,2025,100 mins,"USA, Italy",Drama,Victorian Premiere,2025-08-13,Hoyts 11Level 3,6:15pm,https://miff.com.au/program/film/lurker
Sankofa,Haile Gerima,1993,125 mins,"USA, Germany, Ghana, Burkina Faso, Jamaica","Drama, Period, Historical",,2025-08-13,ACMI,1:30pm,https://miff.com.au/program/film/sankofa
Alphabet Lane,James Litchfield,2025,80 mins,Australia,Drama,World Premiere,2025-08-13,ACMI,10:30am,https://miff.com.au/program/film/alphabet-lane
Alphabet Lane,James Litchfield,2025,80 mins,Australia,Drama,World Premiere,2025-08-16,Unknown,1:15pm,https://miff.com.au/program/film/alphabet-lane
Theory to Practice: Script to Screen,,,,,,,,,,https://miff.com.au/program/film/theory-to-practice-script-to-screen
Promised Sky,Erige Sehiri,2025,95 mins,"France, Qatar, Tunisia",Drama,Australian Premiere,2025-08-10,ACMI,11:15am,https://miff.com.au/program/film/promised-sky
Promised Sky,Erige Sehiri,2025,95 mins,"France, Qatar, Tunisia",Drama,Australian Premiere,2025-08-15,ACMI,10:30am,https://miff.com.au/program/film/promised-sky
Hotel Monterey,Chantal Akerman,1972,63 mins,Belgium,"Documentary, Experimental",Australian Premiere,2025-08-15,ACMI,10:30am,https://miff.com.au/program/film/hotel-monterey
Caries,Aline Höchli,2025,10 mins,Switzerland,Animation,Australian Premiere,2025-08-09,ACMI,10:45am,https://miff.com.au/program/film/caries
Caries,Aline Höchli,2025,10 mins,Switzerland,Animation,Australian Premiere,2025-08-17,Unknown,11:00am,https://miff.com.au/program/film/caries
Same Player Shoots Again,Wim Wenders,1967,12 mins,West Germany,Experimental,,2025-08-14,Unknown,6:45pm,https://miff.com.au/program/film/same-player-shoots-again
MIFF Trivia presented by Umbrella,,,,,,,2025-08-12,Unknown,6:00pm,https://miff.com.au/program/film/miff-trivia-presented-by-umbrella
MIFF Trivia presented by Umbrella,,,,,,,2025-08-13,Unknown,6:00pm,https://miff.com.au/program/film/miff-trivia-presented-by-umbrella
A Private Life,Rebecca Zlotowski,2025,100 mins,France,"Drama, Mystery",Victorian Premiere,2025-08-17,Hoyts 11Level 3,23:00pm,https://miff.com.au/program/film/a-private-life
A Private Life,Rebecca Zlotowski,2025,100 mins,France,"Drama, Mystery",Victorian Premiere,2025-08-20,Unknown,6:30pm,https://miff.com.au/program/film/a-private-life
A Private Life,Rebecca Zlotowski,2025,100 mins,France,"Drama, Mystery",Victorian Premiere,2025-08-24,Hoyts 11Level 3,1:30pm,https://miff.com.au/program/film/a-private-life
Punku,J.D. Fernández Molero,2025,132 mins,Peru,Drama,Australian Premiere,2025-08-21,ACMI,11:15am,https://miff.com.au/program/film/punku
Punku,J.D. Fernández Molero,2025,132 mins,Peru,Drama,Australian Premiere,2025-08-22,Unknown,3:30pm,https://miff.com.au/program/film/punku
"Reverse Angle: New York, March 1982",Wim Wenders,1982,18 mins,West Germany,Documentary,,2025-08-14,Unknown,6:45pm,https://miff.com.au/program/film/reverse-angle-new-york-march-1982
House Divided,Danielle Baynes,2025,15 mins,Australia,Documentary,,2025-08-12,ACMI,10:30am,https://miff.com.au/program/film/house-divided
House Divided,Danielle Baynes,2025,15 mins,Australia,Documentary,,2025-08-19,ACMI,10:30am,https://miff.com.au/program/film/house-divided
The Librarians,Kim A. Snyder,2025,92 mins,USA,Documentary,Australian Premiere,2025-08-18,ACMI,11:15am,https://miff.com.au/program/film/the-librarians
The Librarians,Kim A. Snyder,2025,92 mins,USA,Documentary,Australian Premiere,2025-08-24,Unknown,1:45pm,https://miff.com.au/program/film/the-librarians
The Chronology of Water,Kristen Stewart,2025,128 mins,"USA, France, Latvia",Drama,Australian Premiere,2025-08-15,Unknown,6:15pm,https://miff.com.au/program/film/the-chronology-of-water
The Chronology of Water,Kristen Stewart,2025,128 mins,"USA, France, Latvia",Drama,Australian Premiere,2025-08-24,Forum154 Flinders StreetBut Also John Clarke10:15amCome See Me in the Good Light1:00pmThe Chronology of Water4:00pmBest MIFF Shorts6:45pmDJ Ahmet9:30pm The Chronology of Water4:00pm The Chronology of Water4:00pm The Chronology of Water,10:15am,https://miff.com.au/program/film/the-chronology-of-water
Bleat!,Ananth Subramaniam,2024,16 mins,"Philippines, France, Malaysia","Drama, Comedy",Australian Premiere,2025-08-09,ACMI,11:15am,https://miff.com.au/program/film/bleat
Bleat!,Ananth Subramaniam,2024,16 mins,"Philippines, France, Malaysia","Drama, Comedy",Australian Premiere,2025-08-21,Unknown,3:45pm,https://miff.com.au/program/film/bleat
MIFF Accelerator Lab: Filming Beast of War with Mark Wareham ACS,,,,,,,,,,https://miff.com.au/program/film/miff-accelerator-lab-filming-beast-of-war-with-mark-wareham-acs
Consuming Culture,,,,,,,2025-08-16,Unknown,2:00pm,https://miff.com.au/program/film/consuming-culture
8 Billion Selves,Tibor de Jong,2024,22 mins,Netherlands,"Experimental, Fantasy",Australian Premiere,,,,https://miff.com.au/program/film/8-billion-selves
MIFF Accelerator Lab: Editing One More Shot with Julie-Anne de Ruvo ASE,,,,,,,,,,https://miff.com.au/program/film/miff-accelerator-lab-editing-one-more-shot-with-julie-anne-de-ruvo-ase
TWST – Things We Said Today,Andrei Ujică,2024,86 mins,"France, Romania",Documentary,Victorian Premiere,2025-08-14,ACMI,11:00am,https://miff.com.au/program/film/twst-things-we-said-today
TWST – Things We Said Today,Andrei Ujică,2024,86 mins,"France, Romania",Documentary,Victorian Premiere,2025-08-16,ACMI,10:15am,https://miff.com.au/program/film/twst-things-we-said-today
Shadows,Rand Beiruty,2024,12 mins,"France, Jordan","Animation, Documentary",Australian Premiere,2025-08-09,ACMI,10:45am,https://miff.com.au/program/film/shadows
Shadows,Rand Beiruty,2024,12 mins,"France, Jordan","Animation, Documentary",Australian Premiere,2025-08-17,Unknown,11:00am,https://miff.com.au/program/film/shadows
Beast of War,Kiah Roache-Turner,2025,87 mins,Australia,Horror,World Premiere,2025-08-15,Capitol113 Swanston StThe President's Cake3:30pmWe Bury the Dead6:00pmBeast of War8:45pm Beast of War8:45pm Beast of War8:45pm Beast of War,3:30pm,https://miff.com.au/program/film/beast-of-war
Beast of War,Kiah Roache-Turner,2025,87 mins,Australia,Horror,World Premiere,2025-08-16,ACMI,10:00am,https://miff.com.au/program/film/beast-of-war
